"","car_brand","car_model","car_name","production_year","body_type","drive_wheels","engine_displacement","number_of_cylinders","transmission_type","horse_power","fuel_type","seat_capacity","price_new"
"26442","DODGE","Caliber","DODGE Caliber",2011,"Hatchback","RWD",2,4,"automatic",150,"petrol",5,26904
"26443","HYUNDAI","Sonata","HYUNDAI Sonata",2014,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30636
"26444","VOLKSWAGEN","Caddy","VOLKSWAGEN Caddy",2002,"Sedan","FWD",1.4,4,"manual",105,"petrol",5,30996
"26445","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,38640
"26446","SUBARU","Outback","SUBARU Outback",2012,"SUV","AWD",2.5,4,"variator",188,"petrol",5,40228
"26447","MITSUBISHI","Outlander SPORT","MITSUBISHI Outlander SPORT",2013,"SUV","AWD",2,4,"tiptronic",150,"petrol",5,37632
"26448","FORD","C-MAX","FORD C-MAX",2015,"Hatchback","FWD",2,4,"automatic",150,"hybrid",5,25960
"26449","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"26450","TOYOTA","Prius C","TOYOTA Prius C",2015,"Sedan","FWD",1.5,4,"variator",112,"hybrid",5,28160
"26451","FIAT","500","FIAT 500",2012,"Hatchback","FWD",1.4,4,"tiptronic",105,"petrol",5,23956
"26452","BMW","535","BMW 535",2013,"Sedan","RWD",3,6,"tiptronic",225,"petrol",5,35392
"26453","TOYOTA","Prius","TOYOTA Prius",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"26454","MITSUBISHI","Pajero","MITSUBISHI Pajero",1996,"SUV","AWD",3,6,"automatic",225,"cng",5,48504
"26455","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,33448
"26456","CHEVROLET","Volt","CHEVROLET Volt",2017,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23328
"26457","MINI","Cooper","MINI Cooper",2011,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,25080
"26458","TOYOTA","Corolla","TOYOTA Corolla",2014,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29748
"26459","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,33448
"26460","HYUNDAI","Santa FE","HYUNDAI Santa FE",2014,"SUV","FWD",2,4,"automatic",150,"diesel",5,37296
"26461","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2013,"Sedan","RWD",3.5,6,"automatic",262,"diesel",5,37632
"26462","HYUNDAI","Genesis","HYUNDAI Genesis",2013,"Sedan","FWD",3.8,4,"automatic",285,"petrol",5,38976
"26463","MITSUBISHI","Pajero","MITSUBISHI Pajero",1997,"SUV","AWD",3.5,6,"tiptronic",262,"petrol",5,50688
"26464","TOYOTA","RAV 4","TOYOTA RAV 4",2017,"SUV","AWD",2.5,4,"tiptronic",188,"petrol",5,38448
"26465","HONDA","FIT","HONDA FIT",2007,"Hatchback","FWD",1.3,4,"automatic",98,"petrol",5,24544
"26466","MERCEDES-BENZ","GLA 250","MERCEDES-BENZ GLA 250",2017,"SUV","AWD",2,4,"automatic",150,"petrol",5,36288
"26467","HYUNDAI","I30","HYUNDAI I30",2008,"Hatchback","FWD",1.6,4,"automatic",120,"petrol",5,25740
"26468","MERCEDES-BENZ","E 280","MERCEDES-BENZ E 280",1997,"Sedan","RWD",2.8,6,"manual",210,"petrol",5,39424
"26469","FORD","Mustang v6cabrio","FORD Mustang v6cabrio",2014,"Sedan","RWD",3.7,6,"automatic",278,"petrol",5,38184
"26470","MITSUBISHI","Pajero IO","MITSUBISHI Pajero IO",2001,"SUV","AWD",2,4,"automatic",150,"petrol",5,41664
"26471","HYUNDAI","Grandeur","HYUNDAI Grandeur",2011,"Sedan","FWD",3,4,"automatic",225,"lpg",5,36024
"26472","KIA","Sportage EX","KIA Sportage EX",2016,"SUV","FWD",2.4,4,"tiptronic",180,"petrol",5,38368
"26473","RENAULT","Kangoo","RENAULT Kangoo",2006,"Sedan","FWD",2,4,"manual",150,"diesel",5,30940
"26474","TOYOTA","Aqua","TOYOTA Aqua",2012,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24408
"26475","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","RWD",3.5,6,"tiptronic",262,"petrol",5,37296
"26476","DAEWOO","Lacetti","DAEWOO Lacetti",2008,"Sedan","FWD",2,4,"automatic",150,"petrol",5,32292
"26477","HYUNDAI","H1","HYUNDAI H1",2014,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,37296
"26478","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","AWD",2,6,"tiptronic",150,"diesel",5,29900
"26479","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2012,"SUV","AWD",3.5,6,"automatic",262,"diesel",5,44748
"26480","TOYOTA","Prius V","TOYOTA Prius V",2014,"Sedan","FWD",1.8,4,"variator",135,"hybrid",5,29748
"26481","KIA","Sportage","KIA Sportage",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"26482","TOYOTA","Prius","TOYOTA Prius",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"26483","HONDA","Insight","HONDA Insight",2010,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23920
"26484","BMW","316","BMW 316",2011,"Hatchback","RWD",1.6,4,"automatic",120,"petrol",5,25080
"26485","TOYOTA","Vitz","TOYOTA Vitz",2004,"Hatchback","FWD",1.3,4,"automatic",98,"petrol",5,25168
"26486","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.6,2,"automatic",120,"hybrid",5,25300
"26487","HONDA","FIT","HONDA FIT",2012,"Hatchback","FWD",1.3,4,"variator",98,"hybrid",5,23504
"26488","VAZ","2121 (Niva)","VAZ 2121 (Niva)",2008,"SUV","AWD",1.7,4,"manual",128,"petrol",5,37908
"26489","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2012,"SUV","AWD",3.5,6,"tiptronic",262,"petrol",5,44748
"26490","GMC","TERRAIN","GMC TERRAIN",2016,"SUV","FWD",2.4,4,"automatic",180,"petrol",5,38368
"26491","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2014,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,37296
"26492","FORD","Explorer","FORD Explorer",2018,"Sedan","FWD",3.5,6,"automatic",262,"petrol",5,35952
"26493","KIA","Optima","KIA Optima",2013,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,29120
"26494","MERCEDES-BENZ","V 220","MERCEDES-BENZ V 220",2017,"Minivan","AWD",2.4,4,"tiptronic",180,"diesel",5,32400
"26495","NISSAN","Juke","NISSAN Juke",2015,"SUV","AWD",1.6,4,"automatic",120,"petrol",5,35200
"26496","HONDA","Insight","HONDA Insight",2010,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23920
"26497","KIA","Sportage","KIA Sportage",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"26498","AUDI","A6","AUDI A6",1998,"Sedan","FWD",2,6,"automatic",150,"petrol",5,33020
"26499","TOYOTA","Prius","TOYOTA Prius",2009,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25056
"26500","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30912
"26501","MAZDA","Mazda 3","MAZDA Mazda 3",2012,"Hatchback","FWD",2,4,"tiptronic",150,"petrol",5,26668
"26502","FORD","Fusion","FORD Fusion",2010,"Sedan","FWD",2.5,4,"variator",188,"hybrid",5,34040
"26503","FORD","Transit","FORD Transit",1993,"Minivan","RWD",2.5,4,"manual",188,"diesel",5,44352
"26504","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,33448
"26505","HYUNDAI","Sonata","HYUNDAI Sonata",2017,"Sedan","FWD",2,4,"automatic",150,"petrol",5,29808
"26506","LEXUS","RX 400","LEXUS RX 400",2010,"SUV","AWD",3.5,6,"automatic",262,"hybrid",5,45540
"26507","TOYOTA","Prius C","TOYOTA Prius C",2014,"Hatchback","FWD",1.3,6,"variator",98,"hybrid",5,23088
"26508","TOYOTA","RAV 4","TOYOTA RAV 4",2007,"SUV","AWD",2,4,"automatic",150,"petrol",5,39648
"26509","LEXUS","LS 460","LEXUS LS 460",2009,"Sedan","FWD",4.6,4,"automatic",345,"petrol",5,44080
"26510","TOYOTA","Prius","TOYOTA Prius",2008,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,25272
"26511","FORD","Focus","FORD Focus",2013,"Hatchback","FWD",2,4,"automatic",150,"petrol",5,26432
"26512","TOYOTA","Camry","TOYOTA Camry",2012,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33448
"26513","BMW","318","BMW 318",1996,"Coupe","FWD",1.9,4,"manual",142,"petrol",4,37668
"26514","TOYOTA","Camry","TOYOTA Camry",2014,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32856
"26515","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"26516","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"26517","VOLKSWAGEN","Caddy","VOLKSWAGEN Caddy",2005,"Sedan","FWD",2,4,"manual",150,"petrol",5,31200
"26518","HONDA","Civic","HONDA Civic",2004,"Hatchback","FWD",1.3,4,"automatic",98,"petrol",5,25168
"26519","VOLKSWAGEN","Jetta","VOLKSWAGEN Jetta",2015,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28600
"26520","HYUNDAI","H1","HYUNDAI H1",2018,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,30602
"26521","BMW","X5","BMW X5",2016,"SUV","AWD",3,6,"automatic",225,"petrol",5,40984
"26522","PEUGEOT","307 sw","PEUGEOT 307 sw",2005,"Wagon","FWD",2,4,"tiptronic",150,"petrol",5,31920
"26523","MERCEDES-BENZ","ML 350","MERCEDES-BENZ ML 350",2012,"SUV","AWD",3,6,"automatic",225,"diesel",5,42488
"26524","NISSAN","March","NISSAN March",2004,"Hatchback","FWD",1.4,8,"tiptronic",105,"petrol",5,25652
"26525","VOLKSWAGEN","CC","VOLKSWAGEN CC",2014,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28860
"26526","TOYOTA","Camry","TOYOTA Camry",2018,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,31672
"26527","DAEWOO","Lacetti","DAEWOO Lacetti",2009,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,30160
"26528","KIA","Optima SX","KIA Optima SX",2015,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28600
"26529","HYUNDAI","Tucson","HYUNDAI Tucson",2018,"SUV","FWD",1.7,4,"automatic",128,"diesel",5,34668
"26530","TOYOTA","Prius","TOYOTA Prius",2008,"Sedan","FWD",1.5,4,"automatic",112,"hybrid",5,29952
"26531","OPEL","Vectra","OPEL Vectra",1998,"Sedan","FWD",2,4,"manual",150,"cng",5,35052
"26532","MERCEDES-BENZ","GL 550","MERCEDES-BENZ GL 550",2014,"SUV","AWD",2.5,8,"tiptronic",188,"petrol",5,35520
"26533","VOLKSWAGEN","Golf","VOLKSWAGEN Golf",1995,"Hatchback","FWD",1.8,4,"manual",135,"cng",5,29640
"26534","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2010,"Sedan","RWD",3.5,6,"tiptronic",262,"petrol",5,38640
"26535","HYUNDAI","Genesis","HYUNDAI Genesis",2013,"Coupe","FWD",3.8,4,"automatic",285,"petrol",4,41216
"26536","BMW","X5","BMW X5",2012,"SUV","AWD",3,6,"automatic",225,"diesel",5,42488
"26537","FORD","Transit transit","FORD Transit transit",2006,"Sedan","FWD",1.8,4,"manual",135,"diesel",5,31892
"26538","HYUNDAI","H1","HYUNDAI H1",2014,"Minivan","FWD",2.5,4,"automatic",188,"diesel",5,37296
"26539","HYUNDAI","Sonata","HYUNDAI Sonata",2010,"Sedan","FWD",2.4,4,"tiptronic",180,"petrol",5,33580
"26540","TOYOTA","Prius","TOYOTA Prius",2008,"Hatchback","FWD",1.5,4,"variator",112,"hybrid",5,25272
"26541","HYUNDAI","Santa FE","HYUNDAI Santa FE",2016,"SUV","FWD",2,4,"automatic",150,"diesel",5,36624
"26542","BMW","X5","BMW X5",2015,"SUV","AWD",3,6,"automatic",225,"diesel",5,41360
"26543","TOYOTA","Prius","TOYOTA Prius",2012,"Wagon","FWD",1.8,4,"automatic",135,"petrol",5,29154
"26544","OPEL","Vectra","OPEL Vectra",1999,"Sedan","FWD",1.8,4,"manual",135,"petrol",5,33768
"26545","CHEVROLET","Aveo","CHEVROLET Aveo",2012,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24408
"26546","HYUNDAI","Santa FE","HYUNDAI Santa FE",2017,"SUV","FWD",2,4,"automatic",150,"diesel",5,36288
"26547","SUBARU","Forester","SUBARU Forester",2002,"Wagon","AWD",2,4,"automatic",150,"petrol",5,32718
"26548","CHEVROLET","Volt","CHEVROLET Volt",2014,"Hatchback","FWD",1.4,4,"automatic",105,"hybrid",5,23532
"26549","HYUNDAI","I30","HYUNDAI I30",2010,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,29900
"26550","HYUNDAI","Elantra","HYUNDAI Elantra",2016,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29212
"26551","LAND","ROVER Range Rover AUTOBIOGRAPH","LAND ROVER Range Rover AUTOBIOGRAPH",2010,"SUV","AWD",5,8,"tiptronic",375,"petrol",5,52440
"26552","CHEVROLET","Cruze","CHEVROLET Cruze",2011,"Sedan","FWD",1.8,4,"automatic",135,"petrol",5,30552
"26553","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"automatic",188,"petrol",5,32560
"26554","OPEL","Combo","OPEL Combo",2003,"Sedan","FWD",2,4,"manual",150,"diesel",5,31720
"26555","TOYOTA","Camry","TOYOTA Camry",2010,"Sedan","FWD",2.4,4,"variator",180,"petrol",5,33580
"26556","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34880
"26557","CHEVROLET","Equinox","CHEVROLET Equinox",2016,"SUV","FWD",2.4,4,"automatic",180,"petrol",5,38368
"26558","MERCEDES-BENZ","Sprinter","MERCEDES-BENZ Sprinter",2003,"Minivan","RWD",2.4,4,"manual",180,"diesel",5,36600
"26559","FORD","Fusion","FORD Fusion",2014,"Sedan","FWD",2,4,"automatic",150,"plug-in hybrid",5,28860
"26560","LEXUS","RX 350","LEXUS RX 350",2014,"SUV","AWD",3.5,6,"tiptronic",262,"petrol",5,43956
"26561","FORD","Transit","FORD Transit",2007,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,35400
"26562","CHEVROLET","Volt","CHEVROLET Volt",2017,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,23328
"26563","HYUNDAI","Accent","HYUNDAI Accent",2017,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,28080
"26564","LEXUS","LS 400","LEXUS LS 400",1994,"Sedan","RWD",4,8,"automatic",300,"cng",5,46636
"26565","HYUNDAI","Elantra","HYUNDAI Elantra",2014,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,28860
"26566","TOYOTA","VOXY","TOYOTA VOXY",2004,"Minivan","FWD",2,4,"automatic",150,"lpg",5,38236
"26567","MERCEDES-BENZ","C 230","MERCEDES-BENZ C 230",2005,"Sedan","RWD",2.5,4,"tiptronic",188,"petrol",5,35520
"26568","CHEVROLET","Spark","CHEVROLET Spark",2013,"Sedan","FWD",1,4,"automatic",75,"petrol",5,26432
"26569","LEXUS","HS 250h","LEXUS HS 250h",2010,"Sedan","FWD",2.4,4,"automatic",180,"hybrid",5,33580
"26570","LEXUS","CT 200h","LEXUS CT 200h",2013,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25536
"26571","LINCOLN","MKZ","LINCOLN MKZ",2013,"Sedan","FWD",3.7,6,"automatic",278,"petrol",5,38528
"26572","HONDA","Insight","HONDA Insight",2011,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23712
"26573","HYUNDAI","Sonata Hv","HYUNDAI Sonata Hv",2016,"Sedan","FWD",2,4,"tiptronic",150,"hybrid",5,30084
"26574","OPEL","Astra","OPEL Astra",2008,"Sedan","RWD",1.3,4,"manual",98,"diesel",5,29016
"26575","VOLKSWAGEN","GTI Jetta","VOLKSWAGEN GTI Jetta",2008,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30420
"26576","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.8,4,"variator",135,"hybrid",5,26220
"26577","TOYOTA","Aqua","TOYOTA Aqua",2012,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,24408
"26578","TOYOTA","Highlander","TOYOTA Highlander",2010,"Sedan","AWD",3.3,6,"automatic",248,"hybrid",5,37720
"26579","HYUNDAI","Tucson","HYUNDAI Tucson",2015,"SUV","FWD",2,4,"automatic",150,"diesel",5,36960
"26580","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2.4,4,"tiptronic",180,"petrol",5,32996
"26581","MERCEDES-BENZ","GLA 250","MERCEDES-BENZ GLA 250",2015,"SUV","AWD",2,4,"automatic",150,"petrol",5,36960
"26582","HYUNDAI","Santa FE","HYUNDAI Santa FE",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
"26583","MERCEDES-BENZ","E 220","MERCEDES-BENZ E 220",2012,"Sedan","RWD",2,6,"tiptronic",150,"diesel",5,29380
"26584","CHEVROLET","Impala","CHEVROLET Impala",2013,"Sedan","FWD",3.6,6,"automatic",270,"petrol",5,38080
"26585","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30084
"26586","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,38304
"26587","HONDA","Insight","HONDA Insight",2010,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23920
"26588","HYUNDAI","Elantra","HYUNDAI Elantra",2017,"Sedan","FWD",1.6,4,"automatic",120,"lpg",5,28080
"26589","TOYOTA","Highlander","TOYOTA Highlander",2010,"Sedan","AWD",3.3,6,"automatic",248,"hybrid",5,37720
"26590","VOLVO","S60","VOLVO S60",2012,"Sedan","FWD",2.4,5,"automatic",180,"petrol",5,32996
"26591","OPEL","Astra G","OPEL Astra G",1999,"Hatchback","FWD",1.6,4,"manual",120,"petrol",5,27720
"26592","TOYOTA","Prius V","TOYOTA Prius V",2017,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,24624
"26593","TOYOTA","RAV 4","TOYOTA RAV 4",2004,"SUV","AWD",2,4,"manual",150,"lpg",5,40656
"26594","TOYOTA","Camry","TOYOTA Camry",2015,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,32560
"26595","CHEVROLET","Spark","CHEVROLET Spark",2014,"Sedan","FWD",1,4,"automatic",75,"petrol",5,26196
"26596","FORD","Fusion","FORD Fusion",2015,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30360
"26597","HYUNDAI","Elantra","HYUNDAI Elantra",2014,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,29748
"26598","SSANGYONG","REXTON","SSANGYONG REXTON",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"26599","VOLKSWAGEN","Golf","VOLKSWAGEN Golf",1998,"Wagon","FWD",2,4,"automatic",150,"petrol",5,33782
"26600","HYUNDAI","Accent","HYUNDAI Accent",2014,"Sedan","FWD",1.6,4,"automatic",120,"diesel",5,28860
"26601","MITSUBISHI","Pajero IO","MITSUBISHI Pajero IO",2004,"SUV","AWD",2,4,"automatic",150,"petrol",5,40656
"26602","HYUNDAI","H1","HYUNDAI H1",2011,"Wagon","FWD",2.5,4,"automatic",188,"diesel",5,32604
"26603","LEXUS","CT 200h","LEXUS CT 200h",2011,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,25992
"26604","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"26605","MERCEDES-BENZ","GL 450","MERCEDES-BENZ GL 450",2015,"SUV","AWD",3,6,"automatic",225,"petrol",5,41360
"26606","MERCEDES-BENZ","220 W153","MERCEDES-BENZ 220 W153",1943,"Sedan","RWD",2.2,4,"automatic",165,"petrol",5,51688
"26607","NISSAN","Note","NISSAN Note",2005,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,25920
"26608","TOYOTA","Camry","TOYOTA Camry",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"petrol",5,33152
"26609","MERCEDES-BENZ","E 320","MERCEDES-BENZ E 320",2002,"Sedan","AWD",3.2,6,"automatic",240,"petrol",5,39852
"26610","VOLVO","S70","VOLVO S70",1999,"Sedan","FWD",2.4,5,"manual",180,"petrol",5,36792
"26611","HONDA","Civic","HONDA Civic",2017,"Hatchback","FWD",1.5,4,"automatic",112,"petrol",5,23328
"26612","TOYOTA","Ipsum","TOYOTA Ipsum",2003,"Minivan","FWD",2.4,4,"tiptronic",180,"cng",5,40504
"26613","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,30016
"26614","HYUNDAI","Elantra","HYUNDAI Elantra",2013,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29120
"26615","AUDI","Q3","AUDI Q3",2016,"SUV","FWD",2,4,"automatic",150,"petrol",5,36624
"26616","NISSAN","Juke","NISSAN Juke",2012,"Sedan","AWD",1.6,4,"automatic",120,"petrol",5,29380
"26617","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"diesel",5,34880
"26618","VOLKSWAGEN","Touareg","VOLKSWAGEN Touareg",2004,"SUV","AWD",3.2,6,"tiptronic",240,"cng",5,46464
"26619","MITSUBISHI","ColtPlus","MITSUBISHI ColtPlus",2004,"Hatchback","FWD",1.5,4,"variator",112,"petrol",5,26136
"26620","HYUNDAI","Santa FE","HYUNDAI Santa FE",2012,"SUV","FWD",2.2,4,"automatic",165,"diesel",5,38872
"26621","HYUNDAI","I30","HYUNDAI I30",2011,"Hatchback","FWD",1.6,4,"manual",120,"diesel",5,25080
"26622","BMW","X5","BMW X5",2009,"SUV","AWD",2.5,6,"tiptronic",188,"diesel",5,37120
"26623","TOYOTA","Prius","TOYOTA Prius",2007,"Hatchback","FWD",1.5,4,"variator",112,"hybrid",5,25488
"26624","HYUNDAI","Tucson","HYUNDAI Tucson",2011,"SUV","FWD",2,4,"automatic",150,"diesel",5,38304
"26625","BMW","530","BMW 530",2004,"Sedan","RWD",2,6,"tiptronic",150,"diesel",5,31460
"26626","HONDA","FIT","HONDA FIT",2014,"Hatchback","FWD",1.5,2,"automatic",112,"hybrid",5,23976
"26627","FORD","Fusion","FORD Fusion",2014,"Sedan","FWD",2,4,"tiptronic",150,"petrol",5,28860
"26628","NISSAN","Quest","NISSAN Quest",2010,"Minivan","FWD",3.5,6,"tiptronic",262,"petrol",5,43240
"26629","HONDA","Insight","HONDA Insight",2013,"Hatchback","FWD",1.3,4,"automatic",98,"hybrid",5,23296
"26630","CHEVROLET","Aveo","CHEVROLET Aveo",2012,"Sedan","FWD",1.6,4,"automatic",120,"petrol",5,29380
"26631","FIAT","500L","FIAT 500L",2014,"Sedan","FWD",1.4,4,"automatic",105,"petrol",5,27972
"26632","KIA","Optima","KIA Optima",2013,"Sedan","FWD",2,4,"automatic",150,"petrol",5,30912
"26633","BMW","X5","BMW X5",2009,"SUV","AWD",3,6,"tiptronic",225,"petrol",5,43616
"26634","FORD","Transit","FORD Transit",2009,"Minivan","FWD",2.4,4,"manual",180,"diesel",5,34800
"26635","BMW","X6","BMW X6",2010,"SUV","AWD",3,6,"automatic",225,"petrol",5,43240
"26636","TOYOTA","CHR","TOYOTA CHR",2018,"SUV","FWD",2,4,"automatic",150,"petrol",5,35952
"26637","TOYOTA","Prius","TOYOTA Prius",2010,"Hatchback","FWD",1.8,4,"automatic",135,"hybrid",5,26220
"26638","TOYOTA","Prius","TOYOTA Prius",2010,"Sedan","FWD",1.8,4,"variator",135,"petrol",5,30820
"26639","MAZDA","CX-7 MZR","MAZDA CX-7 MZR",2009,"SUV","FWD",2.5,4,"tiptronic",188,"petrol",5,37120
"26640","LEXUS","GX 460","LEXUS GX 460",2012,"SUV","AWD",4.6,8,"automatic",345,"petrol",5,49720
"26641","HONDA","Cr-v","HONDA Cr-v",1998,"SUV","FWD",2,4,"automatic",150,"petrol",5,42672
"26642","HYUNDAI","Sonata","HYUNDAI Sonata",2012,"Sedan","FWD",2.4,4,"tiptronic",180,"hybrid",5,32996
"26643","TOYOTA","Avalon","TOYOTA Avalon",2019,"Sedan","FWD",2.5,4,"automatic",188,"hybrid",5,31376
"26644","SSANGYONG","REXTON","SSANGYONG REXTON",2013,"SUV","FWD",2,4,"automatic",150,"diesel",5,37632
"26645","MERCEDES-BENZ","Sprinter 2.7","MERCEDES-BENZ Sprinter 2.7",2004,"Minivan","RWD",2.4,5,"manual",180,"diesel",5,36300
"26646","BMW","X5","BMW X5",2013,"SUV","AWD",3,6,"automatic",225,"diesel",5,42112
"26647","MERCEDES-BENZ","E 350","MERCEDES-BENZ E 350",2011,"Sedan","AWD",3.5,6,"automatic",262,"diesel",5,38304
"26648","HONDA","FIT","HONDA FIT",2009,"Hatchback","FWD",1.3,4,"automatic",98,"petrol",5,24128
"26649","UAZ","31514","UAZ 31514",2012,"Sedan","AWD",0.8,4,"manual",60,"petrol",5,25764
"26650","CHEVROLET","Orlando","CHEVROLET Orlando",2018,"SUV","FWD",2,4,"automatic",150,"lpg",5,35952
"26651","LEXUS","ES 300","LEXUS ES 300",2013,"Sedan","FWD",2.5,4,"tiptronic",188,"hybrid",5,33152
"26652","FORD","Fusion","FORD Fusion",2013,"Sedan","FWD",2,4,"automatic",150,"hybrid",5,30912
"26653","HYUNDAI","Sonata","HYUNDAI Sonata",2015,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30360
"26654","CHEVROLET","Silverado","CHEVROLET Silverado",2019,"Sedan","FWD",5.3,8,"automatic",398,"petrol",5,43248
"26655","TOYOTA","Prius C","TOYOTA Prius C",2013,"Hatchback","FWD",1.5,4,"automatic",112,"hybrid",5,24192
"26656","VAZ","2106","VAZ 2106",1988,"Sedan","RWD",1.7,4,"manual",128,"petrol",5,36168
"26657","SSANGYONG","Actyon","SSANGYONG Actyon",2016,"SUV","FWD",1.6,4,"automatic",120,"petrol",5,34880
"26658","HYUNDAI","Elantra","HYUNDAI Elantra",2011,"SUV","FWD",1.8,4,"automatic",135,"petrol",5,37392
"26659","TOYOTA","Prius","TOYOTA Prius",2013,"Sedan","FWD",1.8,4,"tiptronic",135,"petrol",5,30016
"26660","OPEL","Astra","OPEL Astra",2001,"Coupe","FWD",2,4,"manual",150,"petrol",4,36704
"26661","HYUNDAI","Sonata","HYUNDAI Sonata",2016,"Sedan","FWD",2,4,"automatic",150,"lpg",5,30084
"26662","VOLKSWAGEN","Passat","VOLKSWAGEN Passat",2015,"Sedan","FWD",0.2,4,"automatic",15,"diesel",5,22440
"26663","HYUNDAI","Tucson","HYUNDAI Tucson",2010,"SUV","FWD",2,4,"automatic",150,"diesel",5,38640
